song_id,status,model,classifier_version,content_token_count,chunk_count,content_budget,source_words,normalized_words,lyrics_sha256,normalized_sha256,alcohol__max,alcohol__mean,alcohol__q90,alcohol__token_weighted_mean,crime__max,crime__mean,crime__q90,crime__token_weighted_mean,distress__max,distress__mean,distress__q90,distress__token_weighted_mean,drugs__max,drugs__mean,drugs__q90,drugs__token_weighted_mean,empowerment__max,empowerment__mean,empowerment__q90,empowerment__token_weighted_mean,family__max,family__mean,family__q90,family__token_weighted_mean,friendship__max,friendship__mean,friendship__q90,friendship__token_weighted_mean,grief__max,grief__mean,grief__q90,grief__token_weighted_mean,heartbreak__max,heartbreak__mean,heartbreak__q90,heartbreak__token_weighted_mean,partying__max,partying__mean,partying__q90,partying__token_weighted_mean,politics__max,politics__mean,politics__q90,politics__token_weighted_mean,profanity__max,profanity__mean,profanity__q90,profanity__token_weighted_mean,romance__max,romance__mean,romance__q90,romance__token_weighted_mean,sexual__max,sexual__mean,sexual__q90,sexual__token_weighted_mean,spirituality__max,spirituality__mean,spirituality__q90,spirituality__token_weighted_mean,violence__max,violence__mean,violence__q90,violence__token_weighted_mean,wealth__max,wealth__mean,wealth__q90,wealth__token_weighted_mean
song_0aed0baea9ae5d346cf2c42de2f92d7bd81418aa8269b3f685d489fdbf4cc08d,success,bart,classifier-panel-v1,259,1,1010,166,166,a758d51e8542965b29d94239cf11464d8708545f2591e4c62af4e54e75af85a2,a758d51e8542965b29d94239cf11464d8708545f2591e4c62af4e54e75af85a2,0.3421138903977251,0.3421138903977251,0.3421138903977251,0.3421138903977251,0.07584939726600252,0.07584939726600252,0.07584939726600252,0.07584939726600252,0.7141767283798628,0.7141767283798628,0.7141767283798628,0.7141767283798628,0.11119825446008423,0.11119825446008423,0.11119825446008423,0.11119825446008423,0.9860159934199325,0.9860159934199325,0.9860159934199325,0.9860159934199325,0.7626695458226653,0.7626695458226653,0.7626695458226653,0.7626695458226653,0.9636374015673596,0.9636374015673596,0.9636374015673596,0.9636374015673596,0.078224952055791,0.078224952055791,0.078224952055791,0.078224952055791,0.1775140609504698,0.1775140609504698,0.1775140609504698,0.1775140609504698,0.1791222446718981,0.1791222446718981,0.1791222446718981,0.1791222446718981,0.17567986305232844,0.17567986305232844,0.17567986305232844,0.17567986305232844,0.7631681170360368,0.7631681170360368,0.7631681170360368,0.7631681170360368,0.9685777198411882,0.9685777198411882,0.9685777198411882,0.9685777198411882,0.8578375119075025,0.8578375119075025,0.8578375119075025,0.8578375119075025,0.0980922104915129,0.0980922104915129,0.0980922104915129,0.0980922104915129,0.07916222124572049,0.07916222124572049,0.07916222124572049,0.07916222124572049,0.5728320249971304,0.5728320249971304,0.5728320249971304,0.5728320249971304
song_9e3641d00273b9a3b09faf3dccb66583183d28fbee8e60268cab00bc7002cae4,success,bart,classifier-panel-v1,276,1,1010,193,193,a991e07372e3587fdce379d51914f170e256165bd1fb642fa0bc1d94db769383,a991e07372e3587fdce379d51914f170e256165bd1fb642fa0bc1d94db769383,0.5788800650711696,0.5788800650711696,0.5788800650711696,0.5788800650711696,0.15058543495015192,0.15058543495015192,0.15058543495015192,0.15058543495015192,0.8993015603052195,0.8993015603052195,0.8993015603052195,0.8993015603052195,0.38898585547705805,0.38898585547705805,0.38898585547705805,0.38898585547705805,0.9459463865992545,0.9459463865992545,0.9459463865992545,0.9459463865992545,0.9698599836703359,0.9698599836703359,0.9698599836703359,0.9698599836703359,0.9954156888913213,0.9954156888913213,0.9954156888913213,0.9954156888913213,0.6188853314405559,0.6188853314405559,0.6188853314405559,0.6188853314405559,0.942113909585353,0.942113909585353,0.942113909585353,0.942113909585353,0.313738625044411,0.313738625044411,0.313738625044411,0.313738625044411,0.3599073566561724,0.3599073566561724,0.3599073566561724,0.3599073566561724,0.8162271434645024,0.8162271434645024,0.8162271434645024,0.8162271434645024,0.9943627629639984,0.9943627629639984,0.9943627629639984,0.9943627629639984,0.9446199766434885,0.9446199766434885,0.9446199766434885,0.9446199766434885,0.41362086106778095,0.41362086106778095,0.41362086106778095,0.41362086106778095,0.22087323320815033,0.22087323320815033,0.22087323320815033,0.22087323320815033,0.11408597609313022,0.11408597609313022,0.11408597609313022,0.11408597609313022
song_59328e4ef495b0a2eead2600eb40694f1921b10840b1f242e3580ce8c59f8a86,success,bart,classifier-panel-v1,344,1,1010,234,234,6abbe2290340e13d37d5c5ef3ab7736b0b8c80565eb6b92483d56c64a2a43251,6abbe2290340e13d37d5c5ef3ab7736b0b8c80565eb6b92483d56c64a2a43251,0.2974830343133855,0.2974830343133855,0.2974830343133855,0.2974830343133855,0.37517191221786617,0.37517191221786617,0.37517191221786617,0.37517191221786617,0.6412214899864915,0.6412214899864915,0.6412214899864915,0.6412214899864915,0.48544535819045026,0.48544535819045026,0.48544535819045026,0.48544535819045026,0.2188176764531309,0.2188176764531309,0.2188176764531309,0.2188176764531309,0.7812255609295943,0.7812255609295943,0.7812255609295943,0.7812255609295943,0.10413042573159417,0.10413042573159417,0.10413042573159417,0.10413042573159417,0.45142416667810603,0.45142416667810603,0.45142416667810603,0.45142416667810603,0.9281314959425738,0.9281314959425738,0.9281314959425738,0.9281314959425738,0.37388811545645667,0.37388811545645667,0.37388811545645667,0.37388811545645667,0.5722655764428459,0.5722655764428459,0.5722655764428459,0.5722655764428459,0.8244280528341467,0.8244280528341467,0.8244280528341467,0.8244280528341467,0.22282937341614367,0.22282937341614367,0.22282937341614367,0.22282937341614367,0.7165845945655117,0.7165845945655117,0.7165845945655117,0.7165845945655117,0.15543510339301775,0.15543510339301775,0.15543510339301775,0.15543510339301775,0.958780225542932,0.958780225542932,0.958780225542932,0.958780225542932,0.10050346473578156,0.10050346473578156,0.10050346473578156,0.10050346473578156
song_c4eabeecb02281b19acf05dac0942d25da1b7cae44fc83479a18c5a5594546ab,success,bart,classifier-panel-v1,309,1,1010,196,196,389f8fe04bdf7f4bb6f46f6bd45a97b00e26a61411fbff4ae9aa073b5aa80fe2,389f8fe04bdf7f4bb6f46f6bd45a97b00e26a61411fbff4ae9aa073b5aa80fe2,0.7165484047522518,0.7165484047522518,0.7165484047522518,0.7165484047522518,0.24086506479970124,0.24086506479970124,0.24086506479970124,0.24086506479970124,0.5732445361573885,0.5732445361573885,0.5732445361573885,0.5732445361573885,0.38345240754605026,0.38345240754605026,0.38345240754605026,0.38345240754605026,0.9539328881359103,0.9539328881359103,0.9539328881359103,0.9539328881359103,0.9192960090464185,0.9192960090464185,0.9192960090464185,0.9192960090464185,0.9672351499391932,0.9672351499391932,0.9672351499391932,0.9672351499391932,0.32608975182770733,0.32608975182770733,0.32608975182770733,0.32608975182770733,0.5890747988068341,0.5890747988068341,0.5890747988068341,0.5890747988068341,0.8257732326945161,0.8257732326945161,0.8257732326945161,0.8257732326945161,0.4191762010414053,0.4191762010414053,0.4191762010414053,0.4191762010414053,0.609462153043287,0.609462153043287,0.609462153043287,0.609462153043287,0.9808212526896007,0.9808212526896007,0.9808212526896007,0.9808212526896007,0.9205987987786688,0.9205987987786688,0.9205987987786688,0.9205987987786688,0.3373116723052971,0.3373116723052971,0.3373116723052971,0.3373116723052971,0.10032465171804199,0.10032465171804199,0.10032465171804199,0.10032465171804199,0.5626929898644926,0.5626929898644926,0.5626929898644926,0.5626929898644926
song_fed7c74ad967767c8732088a2935e6279881ee63bf2cc773490807c416c8707a,success,bart,classifier-panel-v1,268,1,1010,128,128,6e22ecd5fe7ffbf1c9c0b96f62ffafff3147325f976ec3c7d0af8cde8f6b321a,6e22ecd5fe7ffbf1c9c0b96f62ffafff3147325f976ec3c7d0af8cde8f6b321a,0.8274754708112833,0.8274754708112833,0.8274754708112833,0.8274754708112833,0.255159807261919,0.255159807261919,0.255159807261919,0.255159807261919,0.8155623253674585,0.8155623253674585,0.8155623253674585,0.8155623253674585,0.6325960880375611,0.6325960880375611,0.6325960880375611,0.6325960880375611,0.9441825259998506,0.9441825259998506,0.9441825259998506,0.9441825259998506,0.9813101362448213,0.9813101362448213,0.9813101362448213,0.9813101362448213,0.9571633767610476,0.9571633767610476,0.9571633767610476,0.9571633767610476,0.5909361489785032,0.5909361489785032,0.5909361489785032,0.5909361489785032,0.8289220982782124,0.8289220982782124,0.8289220982782124,0.8289220982782124,0.7311694023463188,0.7311694023463188,0.7311694023463188,0.7311694023463188,0.8198391219929392,0.8198391219929392,0.8198391219929392,0.8198391219929392,0.8334849140633596,0.8334849140633596,0.8334849140633596,0.8334849140633596,0.8973184219341644,0.8973184219341644,0.8973184219341644,0.8973184219341644,0.7332377663799009,0.7332377663799009,0.7332377663799009,0.7332377663799009,0.6899131782855071,0.6899131782855071,0.6899131782855071,0.6899131782855071,0.4334069675639441,0.4334069675639441,0.4334069675639441,0.4334069675639441,0.656261474465154,0.656261474465154,0.656261474465154,0.656261474465154
song_0349520b5c7c2e4422a70fce1d2df78432df63f0a6e704fa01bbfef8e34ebe24,success,bart,classifier-panel-v1,213,1,1010,169,169,cbb2bb46e4369fefdab5d656dd36e415101920c937e3922faaa497bbb44604e7,cbb2bb46e4369fefdab5d656dd36e415101920c937e3922faaa497bbb44604e7,0.572644929298943,0.572644929298943,0.572644929298943,0.572644929298943,0.9539869861733452,0.9539869861733452,0.9539869861733452,0.9539869861733452,0.9954706287425035,0.9954706287425035,0.9954706287425035,0.9954706287425035,0.5293052704960401,0.5293052704960401,0.5293052704960401,0.5293052704960401,0.5145693442249557,0.5145693442249557,0.5145693442249557,0.5145693442249557,0.880652151757016,0.880652151757016,0.880652151757016,0.880652151757016,0.9752831332552026,0.9752831332552026,0.9752831332552026,0.9752831332552026,0.9398598681988279,0.9398598681988279,0.9398598681988279,0.9398598681988279,0.9984779263100534,0.9984779263100534,0.9984779263100534,0.9984779263100534,0.5497218163499372,0.5497218163499372,0.5497218163499372,0.5497218163499372,0.43621445679676024,0.43621445679676024,0.43621445679676024,0.43621445679676024,0.8893358331788863,0.8893358331788863,0.8893358331788863,0.8893358331788863,0.9923089850311978,0.9923089850311978,0.9923089850311978,0.9923089850311978,0.8809007357902345,0.8809007357902345,0.8809007357902345,0.8809007357902345,0.46441334270230195,0.46441334270230195,0.46441334270230195,0.46441334270230195,0.17967189114170892,0.17967189114170892,0.17967189114170892,0.17967189114170892,0.20422584444150801,0.20422584444150801,0.20422584444150801,0.20422584444150801
song_b32a265f2ff03acfa08f045465ca51a6fb31e221f2824a03ef7c5889cee866af,success,bart,classifier-panel-v1,178,1,1010,132,132,e9662c513697a8ff6a505aa8d0aaa5a7a41275ba9049efc772945a694373b4ee,e9662c513697a8ff6a505aa8d0aaa5a7a41275ba9049efc772945a694373b4ee,0.21591066648480747,0.21591066648480747,0.21591066648480747,0.21591066648480747,0.07037674279491636,0.07037674279491636,0.07037674279491636,0.07037674279491636,0.8294809247328289,0.8294809247328289,0.8294809247328289,0.8294809247328289,0.1444939685925186,0.1444939685925186,0.1444939685925186,0.1444939685925186,0.812983278238003,0.812983278238003,0.812983278238003,0.812983278238003,0.7693053595693765,0.7693053595693765,0.7693053595693765,0.7693053595693765,0.7256578836219348,0.7256578836219348,0.7256578836219348,0.7256578836219348,0.4532768996638409,0.4532768996638409,0.4532768996638409,0.4532768996638409,0.8324892793595644,0.8324892793595644,0.8324892793595644,0.8324892793595644,0.0811809945748845,0.0811809945748845,0.0811809945748845,0.0811809945748845,0.21037667839769025,0.21037667839769025,0.21037667839769025,0.21037667839769025,0.3812302942556209,0.3812302942556209,0.3812302942556209,0.3812302942556209,0.9263491143531016,0.9263491143531016,0.9263491143531016,0.9263491143531016,0.7073759792404859,0.7073759792404859,0.7073759792404859,0.7073759792404859,0.9307705345555304,0.9307705345555304,0.9307705345555304,0.9307705345555304,0.07499570216648153,0.07499570216648153,0.07499570216648153,0.07499570216648153,0.07954423928152438,0.07954423928152438,0.07954423928152438,0.07954423928152438
song_35ce7e7873a409ae1706d3313a3b256be8827fa7b204440d044e01006d777cb8,success,bart,classifier-panel-v1,184,1,1010,139,139,9f0ce0233b2ed90bc98a08adb36a6aa9575b95c4c7e60b47a9ba487e5264f61f,9f0ce0233b2ed90bc98a08adb36a6aa9575b95c4c7e60b47a9ba487e5264f61f,0.3343802469840189,0.3343802469840189,0.3343802469840189,0.3343802469840189,0.4465882377009168,0.4465882377009168,0.4465882377009168,0.4465882377009168,0.9787588442951489,0.9787588442951489,0.9787588442951489,0.9787588442951489,0.30900483054221906,0.30900483054221906,0.30900483054221906,0.30900483054221906,0.3804648345280255,0.3804648345280255,0.3804648345280255,0.3804648345280255,0.654583601498762,0.654583601498762,0.654583601498762,0.654583601498762,0.8587349295488156,0.8587349295488156,0.8587349295488156,0.8587349295488156,0.7834296428764159,0.7834296428764159,0.7834296428764159,0.7834296428764159,0.9844910929625864,0.9844910929625864,0.9844910929625864,0.9844910929625864,0.5754565693860775,0.5754565693860775,0.5754565693860775,0.5754565693860775,0.4529538324007977,0.4529538324007977,0.4529538324007977,0.4529538324007977,0.7515347540363467,0.7515347540363467,0.7515347540363467,0.7515347540363467,0.9754945922409198,0.9754945922409198,0.9754945922409198,0.9754945922409198,0.8010504559436155,0.8010504559436155,0.8010504559436155,0.8010504559436155,0.37001239954937803,0.37001239954937803,0.37001239954937803,0.37001239954937803,0.1709998565570721,0.1709998565570721,0.1709998565570721,0.1709998565570721,0.14290915374402433,0.14290915374402433,0.14290915374402433,0.14290915374402433
song_4a225ece50c775ee4f1d96ae38d401c088742b3f1525d0467f18be399a7233b9,success,bart,classifier-panel-v1,207,1,1010,175,175,4c5c8b4307b1ff5c1ab7043c183cbe434898fba88ed264b25b54bc610bc34d50,4c5c8b4307b1ff5c1ab7043c183cbe434898fba88ed264b25b54bc610bc34d50,0.5752348509572509,0.5752348509572509,0.5752348509572509,0.5752348509572509,0.23793019422046152,0.23793019422046152,0.23793019422046152,0.23793019422046152,0.967778312686056,0.967778312686056,0.967778312686056,0.967778312686056,0.3696976993679997,0.3696976993679997,0.3696976993679997,0.3696976993679997,0.8376676166760855,0.8376676166760855,0.8376676166760855,0.8376676166760855,0.9711857164286952,0.9711857164286952,0.9711857164286952,0.9711857164286952,0.9663318452491791,0.9663318452491791,0.9663318452491791,0.9663318452491791,0.9073427433207375,0.9073427433207375,0.9073427433207375,0.9073427433207375,0.9895862303597613,0.9895862303597613,0.9895862303597613,0.9895862303597613,0.7098037702832637,0.7098037702832637,0.7098037702832637,0.7098037702832637,0.521172937503538,0.521172937503538,0.521172937503538,0.521172937503538,0.7860711990499942,0.7860711990499942,0.7860711990499942,0.7860711990499942,0.9631675623974193,0.9631675623974193,0.9631675623974193,0.9631675623974193,0.8249904631213338,0.8249904631213338,0.8249904631213338,0.8249904631213338,0.5202505171674111,0.5202505171674111,0.5202505171674111,0.5202505171674111,0.3519168103541592,0.3519168103541592,0.3519168103541592,0.3519168103541592,0.3227564561324256,0.3227564561324256,0.3227564561324256,0.3227564561324256
song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,success,bart,classifier-panel-v1,158,1,1010,119,119,1745409b22da4b50895ff3d70ff22ba4939aadcbf6f1648fb684eb3adf0a8ae4,1745409b22da4b50895ff3d70ff22ba4939aadcbf6f1648fb684eb3adf0a8ae4,0.14730634350300376,0.14730634350300376,0.14730634350300376,0.14730634350300376,0.017032475216747438,0.017032475216747438,0.017032475216747438,0.017032475216747438,0.520753270061,0.520753270061,0.520753270061,0.520753270061,0.041378980253836496,0.041378980253836496,0.041378980253836496,0.041378980253836496,0.9370104677624111,0.9370104677624111,0.9370104677624111,0.9370104677624111,0.5956196149218533,0.5956196149218533,0.5956196149218533,0.5956196149218533,0.9500208343717232,0.9500208343717232,0.9500208343717232,0.9500208343717232,0.13295891143484226,0.13295891143484226,0.13295891143484226,0.13295891143484226,0.40551234580521345,0.40551234580521345,0.40551234580521345,0.40551234580521345,0.03768863596054319,0.03768863596054319,0.03768863596054319,0.03768863596054319,0.004757705474476195,0.004757705474476195,0.004757705474476195,0.004757705474476195,0.16357855470477,0.16357855470477,0.16357855470477,0.16357855470477,0.9001388347918511,0.9001388347918511,0.9001388347918511,0.9001388347918511,0.15732791368157548,0.15732791368157548,0.15732791368157548,0.15732791368157548,0.030569060717508607,0.030569060717508607,0.030569060717508607,0.030569060717508607,0.023367509924467438,0.023367509924467438,0.023367509924467438,0.023367509924467438,0.13787567779817125,0.13787567779817125,0.13787567779817125,0.13787567779817125
